factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
ta_momentum_tsi,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_uo,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_momentum_wr,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_adx,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_adx_neg,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_adx_pos,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_aroon_down,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_aroon_ind,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_aroon_up,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_cci,ta,ta_001,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_dpo,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ema_fast,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ema_slow,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ichimoku_a,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ichimoku_b,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ichimoku_base,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_ichimoku_conv,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_kst,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_kst_diff,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_kst_sig,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_macd,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_macd_diff,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_macd_signal,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_mass_index,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_psar_down,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_psar_down_indicator,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_psar_up,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_psar_up_indicator,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_sma_fast,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_sma_slow,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_stc,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_trix,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_vortex_ind_diff,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_vortex_ind_neg,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_trend_vortex_ind_pos,ta,ta_002,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_atr,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbh,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbhi,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbl,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbm,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbp,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_bbw,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_dch,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_dcl,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_dcm,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_dcp,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_dcw,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_kcc,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_kch,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_kcl,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
ta_volatility_kcli,ta,ta_003,pure_time_series,False,252,instrument_local_history_only,adapter_groupby_instrument;adapter computes each instrument independently before concatenation,factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
