factor,rows,finite_count,missing_count,infinite_count,first_finite_date,last_finite_date,min_count_variable_dates,coverage,source,economic_family
mature_reversal_1m,6640610,6161932,478678,0,2010-01-29,2023-12-29,3382,0.9279165618821162,mature_public,Reversal
mature_sales_to_price_pit,6640610,6416715,223895,0,2010-01-29,2023-12-29,3382,0.9662839709002636,mature_public,Value
mature_sales_to_price_ttm,6640610,6421353,219257,0,2010-01-29,2023-12-29,3382,0.9669824007131875,mature_public,Value
mature_small_order_imbalance,6640610,6420585,220025,0,2010-01-29,2023-12-29,3382,0.9668667486872441,mature_public,TradingBehavior
mature_turnover_mean_20,6640610,6425065,215545,0,2010-01-29,2023-12-29,3382,0.9675413855052473,mature_public,Liquidity
mature_turnover_rate_free_float,6640610,6425128,215482,0,2010-01-29,2023-12-29,3382,0.9675508725855004,mature_public,Liquidity
mature_turnover_volatility_20,6640610,6425065,215545,0,2010-01-29,2023-12-29,3382,0.9675413855052473,mature_public,Liquidity
mature_volume_ratio,6640610,6424809,215801,0,2010-01-29,2023-12-29,3382,0.9675028348299328,mature_public,Liquidity
mature_vwap_deviation,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,mature_public,TradingBehavior
mature_vwap_deviation_20,6640610,6402495,238115,0,2010-01-29,2023-12-29,3382,0.9641426013574054,mature_public,TradingBehavior
max_drawdown_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,VolatilityRisk
ret_10,6640610,6297417,343193,0,2010-01-29,2023-12-29,3382,0.9483190550265713,project_basic,MomentumTrend
ret_20,6640610,6217014,423596,0,2010-01-29,2023-12-29,3382,0.9362112817948953,project_basic,MomentumTrend
ret_5,6640610,6345672,294938,0,2010-01-29,2023-12-29,3382,0.9555857067347728,project_basic,MomentumTrend
rev_20_exclude_5,6640610,6231608,409002,0,2010-01-29,2023-12-29,3382,0.9384089714649708,project_basic,Reversal
rev_5,6640610,6345672,294938,0,2010-01-29,2023-12-29,3382,0.9555857067347728,project_basic,Reversal
std_20,6640610,5877290,763320,0,2010-01-29,2023-12-29,3382,0.8850527285896929,project_basic,VolatilityRisk
ta_momentum_ao,6640610,5567625,1072985,0,2010-01-29,2023-12-29,3382,0.8384207173738557,ta,MomentumTrend
ta_momentum_kama,6640610,6203006,437604,0,2010-01-29,2023-12-29,3382,0.9341018370300319,ta,MomentumTrend
ta_momentum_ppo,6640610,6556012,84598,0,2010-01-29,2023-12-29,3382,0.9872605076943233,ta,MomentumTrend
ta_momentum_ppo_hist,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_momentum_ppo_signal,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_momentum_pvo,6640610,6556012,84598,0,2010-01-29,2023-12-29,3382,0.9872605076943233,ta,MomentumTrend
ta_momentum_pvo_hist,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_momentum_pvo_signal,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_momentum_roc,6640610,6280674,359936,0,2010-01-29,2023-12-29,3382,0.94579775050786,ta,MomentumTrend
ta_momentum_rsi,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,ta,MomentumTrend
ta_momentum_stoch,6640610,6059507,581103,0,2010-01-29,2023-12-29,3382,0.9124925270419434,ta,MomentumTrend
ta_momentum_stoch_rsi,6640610,6578532,62078,0,2010-01-29,2023-12-29,3382,0.9906517624133927,ta,MomentumTrend
ta_momentum_stoch_rsi_d,6640610,6547755,92855,0,2010-01-29,2023-12-29,3382,0.9860170978268563,ta,MomentumTrend
ta_momentum_stoch_rsi_k,6640610,6563206,77404,0,2010-01-29,2023-12-29,3382,0.9883438419060899,ta,MomentumTrend
ta_momentum_stoch_signal,6640610,6006235,634375,0,2010-01-29,2023-12-29,3382,0.9044703724507237,ta,MomentumTrend
ta_momentum_tsi,6640610,6515860,124750,0,2010-01-29,2023-12-29,3382,0.9812140752129699,ta,MomentumTrend
ta_momentum_uo,6640610,5683070,957540,0,2010-01-29,2023-12-29,3382,0.8558054154663502,ta,MomentumTrend
ta_momentum_wr,6640610,6059507,581103,0,2010-01-29,2023-12-29,3382,0.9124925270419434,ta,MomentumTrend
ta_trend_adx,6640610,2382105,4258505,0,2010-01-29,2023-12-29,2434,0.35871779851549784,ta,MomentumTrend
ta_trend_adx_neg,6640610,2382105,4258505,0,2010-01-29,2023-12-29,2434,0.35871779851549784,ta,MomentumTrend
ta_trend_adx_pos,6640610,2382105,4258505,0,2010-01-29,2023-12-29,2434,0.35871779851549784,ta,MomentumTrend
ta_trend_aroon_down,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_aroon_ind,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_aroon_up,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_cci,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,MomentumTrend
ta_trend_dpo,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,MomentumTrend
ta_trend_ema_fast,6640610,6602866,37744,0,2010-01-29,2023-12-29,3382,0.9943161848083233,ta,MomentumTrend
ta_trend_ema_slow,6640610,6556012,84598,0,2010-01-29,2023-12-29,3382,0.9872605076943233,ta,MomentumTrend
ta_trend_ichimoku_a,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_ichimoku_b,6640610,6604498,36112,0,2010-01-29,2023-12-29,3382,0.9945619453634531,ta,MomentumTrend
ta_trend_ichimoku_base,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_ichimoku_conv,6640610,6196859,443751,0,2010-01-29,2023-12-29,3382,0.9331761690567584,ta,MomentumTrend
ta_trend_kst,6640610,5329926,1310684,0,2010-01-29,2023-12-29,3382,0.8026259635786471,ta,MomentumTrend
ta_trend_kst_diff,6640610,5329926,1310684,0,2010-01-29,2023-12-29,3382,0.8026259635786471,ta,MomentumTrend
ta_trend_kst_sig,6640610,5456761,1183849,0,2010-01-29,2023-12-29,3382,0.8217258655454845,ta,MomentumTrend
ta_trend_macd,6640610,6556012,84598,0,2010-01-29,2023-12-29,3382,0.9872605076943233,ta,MomentumTrend
ta_trend_macd_diff,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_trend_macd_signal,6640610,6529650,110960,0,2010-01-29,2023-12-29,3382,0.9832906916683859,ta,MomentumTrend
ta_trend_mass_index,6640610,6513138,127472,0,2010-01-29,2023-12-29,3382,0.9808041731106028,ta,MomentumTrend
ta_trend_psar_down,6640610,2659593,3981017,0,2010-01-29,2023-12-29,3370,0.40050432113917245,ta,MomentumTrend
ta_trend_psar_down_indicator,6640610,6640610,0,0,2010-01-29,2023-12-29,3344,1.0,ta,MomentumTrend
ta_trend_psar_up_indicator,6640610,6640610,0,0,2010-01-29,2023-12-29,3379,1.0,ta,MomentumTrend
ta_trend_sma_fast,6640610,6113722,526888,0,2010-01-29,2023-12-29,3382,0.9206566866598098,ta,MomentumTrend
ta_trend_sma_slow,6640610,5754449,886161,0,2010-01-29,2023-12-29,3382,0.8665542773931912,ta,MomentumTrend
ta_trend_stc,6640610,6384296,256314,0,2010-01-29,2023-12-29,3382,0.961402039872843,ta,MomentumTrend
ta_trend_trix,6640610,6501130,139480,0,2010-01-29,2023-12-29,3382,0.9789959054966336,ta,MomentumTrend
ta_trend_vortex_ind_diff,6640610,6032755,607855,0,2010-01-29,2023-12-29,3382,0.9084639814715817,ta,MomentumTrend
ta_trend_vortex_ind_neg,6640610,6032755,607855,0,2010-01-29,2023-12-29,3382,0.9084639814715817,ta,MomentumTrend
ta_trend_vortex_ind_pos,6640610,6032755,607855,0,2010-01-29,2023-12-29,3382,0.9084639814715817,ta,MomentumTrend
ta_volatility_atr,6640610,2354637,4285973,0,2010-01-29,2023-12-29,2434,0.3545814315251159,ta,VolatilityRisk
ta_volatility_bbh,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_bbhi,6640610,6640610,0,0,2010-01-29,2023-12-29,3358,1.0,ta,VolatilityRisk
ta_volatility_bbl,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_bbli,6640610,6640610,0,0,2010-01-29,2023-12-29,3004,1.0,ta,VolatilityRisk
ta_volatility_bbm,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_bbp,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_bbw,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_dch,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_dcl,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_dcm,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_dcp,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_dcw,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,VolatilityRisk
ta_volatility_kcc,6640610,6168976,471634,0,2010-01-29,2023-12-29,3382,0.9289773078075658,ta,VolatilityRisk
ta_volatility_kch,6640610,6500968,139642,0,2010-01-29,2023-12-29,3382,0.9789715101474111,ta,VolatilityRisk
ta_volatility_kchi,6640610,6640610,0,0,2010-01-29,2023-12-29,3381,1.0,ta,VolatilityRisk
ta_volatility_kcl,6640610,6500968,139642,0,2010-01-29,2023-12-29,3382,0.9789715101474111,ta,VolatilityRisk
ta_volatility_kcli,6640610,6640610,0,0,2010-01-29,2023-12-29,3344,1.0,ta,VolatilityRisk
ta_volatility_kcw,6640610,6168976,471634,0,2010-01-29,2023-12-29,3382,0.9289773078075658,ta,VolatilityRisk
ta_volatility_ui,6640610,6059507,581103,0,2010-01-29,2023-12-29,3382,0.9124925270419434,ta,VolatilityRisk
ta_volume_adi,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,ta,Liquidity
ta_volume_cmf,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,ta,Liquidity
ta_volume_em,6640610,6396921,243689,0,2010-01-29,2023-12-29,3382,0.9633032206378631,ta,Liquidity
ta_volume_fi,6640610,6595985,44625,0,2010-01-29,2023-12-29,3382,0.9932799848206716,ta,Liquidity
ta_volume_mfi,6640610,6059507,581103,0,2010-01-29,2023-12-29,3382,0.9124925270419434,ta,Liquidity
ta_volume_nvi_canonical_v2,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,ta,Liquidity
ta_volume_obv,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,ta,Liquidity
ta_volume_sma_em,6640610,6032755,607855,0,2010-01-29,2023-12-29,3382,0.9084639814715817,ta,Liquidity
ta_volume_vpt_canonical_v2,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,ta,Liquidity
ta_volume_vwap,6640610,6059507,581103,0,2010-01-29,2023-12-29,3382,0.9124925270419434,ta,Liquidity
volume_ratio_5_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,Liquidity
