factor,lineage_status,economic_family,source,defined,materializable,coverage_qualified,research_usable,temporarily_blocked,valid_count,row_count,coverage,qualified_month_fraction,unique_values,zero_fraction_of_finite,mean,std,min,q01,median,q99,max,inf_count,block_reason,temporal_gap_candidate_count
alpha360_LOW17,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580995,2587671,0.9974200738811078,1.0,1967862,0.0,0.9895676819340562,0.1228123957642378,0.1783897578716278,0.6655750346183777,0.9910796880722046,1.3090398383140565,8.799213409423828,0,,0
alpha360_LOW18,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580976,2587671,0.9974127313711828,1.0,1980602,0.0,0.990009134895135,0.12625914868708546,0.1779593527317047,0.6582449972629547,0.9914237260818481,1.3182266652584076,8.789968490600586,0,,0
alpha360_LOW19,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580959,2587671,0.9974061617570394,1.0,1991871,0.0,0.9904266567676407,0.12960278704151212,0.1747838407754898,0.651306893825531,0.9917393326759338,1.3274547839164732,9.578145980834961,0,,0
alpha360_LOW2,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583053,2587671,0.9982153836403469,1.0,1437337,0.0,0.9823059725117973,0.04663677440890101,0.5095006227493286,0.835131676197052,0.9868061542510986,1.0960337781906127,1.6363637447357178,0,,0
alpha360_LOW20,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580943,2587671,0.9973999785907869,1.0,2002993,0.0,0.9908364387129769,0.13291055372144736,0.1752203404903412,0.6450283169746399,0.9921514987945557,1.336243417263031,11.690896034240723,0,,0
alpha360_LOW21,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580925,2587671,0.9973930225287527,1.0,2012679,0.0,0.9912231042641575,0.13608758209331107,0.17245422303676605,0.6391634917259217,0.9924867153167725,1.3450031900405877,12.358024597167969,0,,0
alpha360_LOW22,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580901,2587671,0.9973837477793738,1.0,2023053,0.0,0.9916017564771928,0.13923613160688436,0.1656832993030548,0.6330069303512573,0.9926815032958984,1.3520252704620361,12.46870231628418,0,,0
alpha360_LOW23,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580883,2587671,0.9973767917173396,1.0,2031856,0.0,0.991967352379815,0.14219981628190106,0.16169798374176025,0.6270509552955628,0.99293053150177,1.3584677553176887,12.801840782165527,0,,0
alpha360_LOW24,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580866,2587671,0.9973702221031963,1.0,2039929,0.0,0.9923243917611946,0.1450191145071948,0.14700937271118164,0.6217436730861664,0.9931910336017609,1.364531427621842,12.802255630493164,0,,0
alpha360_LOW25,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580850,2587671,0.9973640389369437,1.0,2048292,0.0,0.9926827905957445,0.14776624126676208,0.13366423547267914,0.6161139672994613,0.9934705793857574,1.371025646924972,13.469135284423828,0,,0
alpha360_LOW26,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580844,2587671,0.997361720249599,1.0,2056583,0.0,0.993055120752972,0.15046992656419664,0.12484706193208694,0.6110234773159027,0.9937618970870972,1.3776949930191034,13.579848289489746,0,,0
alpha360_LOW27,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580842,2587671,0.9973609473538174,1.0,2063989,0.0,0.9934239152632781,0.15303549023784072,0.12869803607463837,0.6054564094543458,0.9940480291843414,1.3846944916248316,13.579848289489746,0,,0
alpha360_LOW28,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580833,2587671,0.9973574693228003,1.0,2070300,0.0,0.9937922854330841,0.15559767948601735,0.13087818026542664,0.6015061235427857,0.9943039417266846,1.3925294685363772,13.46893310546875,0,,0
alpha360_LOW29,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580827,2587671,0.9973551506354555,1.0,2075753,0.0,0.9941488447973271,0.1580872659774755,0.13086140155792236,0.5971723353862762,0.9944564700126648,1.3993588757514934,13.357619285583496,0,,0
alpha360_LOW3,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582700,2587671,0.9980789675348991,1.0,1537275,0.0,0.9828587519071768,0.055440881125153406,0.45843422412872314,0.8131910490989686,0.9870252311229706,1.1234703266620631,2.3838155269622803,0,,0
alpha360_LOW30,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580820,2587671,0.9973524455002201,1.0,2083262,0.0,0.9945026672348591,0.16057393548902657,0.12977102398872375,0.5929751563072204,0.9946642220020294,1.406416565179825,13.357819557189941,0,,0
alpha360_LOW31,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580814,2587671,0.9973501268128754,1.0,2088687,0.0,0.9948268823380815,0.1629796217709163,0.1319148987531662,0.5887684559822083,0.9948667883872986,1.4133808100223542,13.57927417755127,0,,0
alpha360_LOW32,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2094740,0.0,0.9951486975524471,0.16533570492822117,0.13404890894889832,0.5843434607982636,0.9950875639915466,1.4196215736865998,13.691357612609863,0,,0
alpha360_LOW33,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2099827,0.0,0.9954845620186283,0.16778025952402106,0.13548605144023895,0.5800805813074112,0.9952631890773773,1.4278999626636515,13.913383483886719,0,,0
alpha360_LOW34,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2104337,0.0,0.9957981053203699,0.1701540715313401,0.13507939875125885,0.5763815551996231,0.9953871965408325,1.4361588597297674,14.13560962677002,0,,0
alpha360_LOW35,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2108488,0.0,0.9961159462976995,0.17254592518816367,0.13510869443416595,0.5731187433004379,0.9955936968326569,1.4446996927261377,14.246721267700195,0,,0
alpha360_LOW36,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2114622,0.0,0.9964415272665087,0.17487698308434196,0.136504128575325,0.5697643804550171,0.9957375526428223,1.4521376991271973,14.246912002563477,0,,0
alpha360_LOW37,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580801,2587671,0.9973451029902951,1.0,2118663,0.0,0.996770731526605,0.177142413104501,0.12777170538902283,0.5661811232566833,0.9959182739257812,1.458513855934143,14.246533393859863,0,,0
alpha360_LOW38,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,2122180,0.0,0.997113911547563,0.17941686484870395,0.12289916723966599,0.5628704500198365,0.996034562587738,1.4645742177963257,14.024117469787598,0,,0
alpha360_LOW39,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580791,2587671,0.9973412385113872,1.0,2127310,0.0,0.9974554484602376,0.18161512917735867,0.11985434591770172,0.559428608417511,0.9961538910865784,1.4710924506187444,14.024496078491211,0,,0
alpha360_LOW4,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582373,2587671,0.9979525990746119,1.0,1610095,0.0,0.9833995535849036,0.06286909846877853,0.3889871835708618,0.7949547863006592,0.9873495697975159,1.1441754913330078,2.454545497894287,0,,0
alpha360_LOW40,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580793,2587671,0.9973420114071688,1.0,2132598,0.0,0.997787761303747,0.1838441584860029,0.1261063814163208,0.555810387134552,0.9962269067764282,1.4782168436050416,14.13560962677002,0,,0
alpha360_LOW41,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580792,2587671,0.997341624959278,1.0,2135370,0.0,0.9981234061850576,0.18603016065913722,0.12303057312965393,0.5527782702445984,0.996374249458313,1.4848353350162493,14.375,0,,0
alpha360_LOW42,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,2138773,0.0,0.9984606084039646,0.18818658020381226,0.12379579991102219,0.5497619736194611,0.9965071678161621,1.4912872767448433,15.125,0,,0
alpha360_LOW43,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2143112,0.0,0.9988126332574166,0.19037449802553597,0.12301480770111084,0.5469194543361664,0.9967867732048035,1.497125309705733,15.927631378173828,0,,0
alpha360_LOW44,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2146333,0.0,0.9991618723484947,0.19260607454300066,0.1240600049495697,0.543544157743454,0.997032105922699,1.5026243448257448,16.769737243652344,0,,0
alpha360_LOW45,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580803,2587671,0.9973458758860767,1.0,2150194,0.0,0.9994836855767503,0.1947367667224323,0.12506388127803802,0.5401773619651794,0.9971753358840942,1.5074949049949644,17.340137481689453,0,,0
alpha360_LOW46,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580807,2587671,0.9973474216776399,1.0,2153266,0.0,0.9997980286724377,0.19687002566857664,0.1273476779460907,0.5369323432445526,0.9973326921463013,1.512674524784088,17.84787368774414,0,,0
alpha360_LOW47,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2155733,0.0,1.0001196198834377,0.19896687556897402,0.1279994547367096,0.5343213129043579,0.9974618554115295,1.5172560977935787,18.125,0,,0
alpha360_LOW48,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2159743,0.0,1.0004443604219055,0.20105110828411307,0.12323178350925446,0.5315333032608032,0.9976076483726501,1.5225906598567982,18.7560977935791,0,,0
alpha360_LOW49,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2162826,0.0,1.0007657009328559,0.20311781547405272,0.1201787143945694,0.5287564694881439,0.997856616973877,1.5276909947395316,19.442888259887695,0,,0
alpha360_LOW5,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582071,2587671,0.9978358918115943,1.0,1668416,0.0,0.9839389077367153,0.06947809532148654,0.33222708106040955,0.7794786334037781,0.9876126050949097,1.161565065383911,3.1010100841522217,0,,0
alpha360_LOW50,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2165649,0.0,1.0010923030135874,0.20519980938376028,0.1190754771232605,0.5259651535749436,0.9981828927993774,1.533442504405976,20.104209899902344,0,,0
alpha360_LOW51,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2169183,0.0,1.0014057340869507,0.20726731403287862,0.12336353957653046,0.5227950870990753,0.998449832201004,1.5394457590580004,18.986841201782227,0,,0
alpha360_LOW52,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2171118,0.0,1.0017346332456731,0.20926865416411733,0.11891680955886841,0.5198043882846832,0.9986163973808289,1.544242012500762,19.632654190063477,0,,0
alpha360_LOW53,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2174434,0.0,1.0020495448431042,0.21122043871015628,0.11639782041311264,0.5170930886268615,0.9988479614257812,1.5490195465087888,20.18181800842285,0,,0
alpha360_LOW54,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2177642,0.0,1.002324366258309,0.21304604998250454,0.11571943759918213,0.5142674589157105,0.9991064071655273,1.5535953760147094,20.868274688720703,0,,0
alpha360_LOW55,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2180500,0.0,1.0025699413475444,0.21478013793875228,0.11285249143838882,0.5117013835906983,0.9994716048240662,1.558759708404541,19.05364227294922,0,,0
alpha360_LOW56,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2182206,0.0,1.0028139356774934,0.21656408730878585,0.1105387732386589,0.5088365942239761,0.9996675252914429,1.5644781947135928,19.19038200378418,0,,0
alpha360_LOW57,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580802,2587671,0.9973454894381859,1.0,2184717,0.0,1.003056532007208,0.21829032583660932,0.10813634097576141,0.5064149045944214,0.9998959898948669,1.5706326627731315,19.442888259887695,0,,0
alpha360_LOW58,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2187223,0.0,1.0033038600648772,0.2199332839163531,0.1078781709074974,0.5038358771800995,0.9999502897262573,1.5771876883506775,19.661563873291016,0,,0
alpha360_LOW59,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2189931,0.0,1.003537399075789,0.22161935974033922,0.10631541162729263,0.5013428491353988,0.9999689161777496,1.5837224173545832,20.38150978088379,0,,0
alpha360_LOW6,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581856,2587671,0.9977528055150752,1.0,1714802,0.0,0.9844772672946722,0.07540253218763909,0.2771153748035431,0.7655792713165284,0.9878427088260651,1.1770382523536689,3.8282830715179443,0,,0
alpha360_LOW7,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581663,2587671,0.9976782210721533,1.0,1755174,0.0,0.9850015910270349,0.08078645972069198,0.24745462834835052,0.752643392086029,0.9880014061927795,1.1917766785621642,4.7373738288879395,0,,0
alpha360_LOW8,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581474,2587671,0.9976051824207947,1.0,1788723,0.0,0.9855008027997737,0.08574279910774678,0.23962780833244324,0.7411241042613983,0.9882395565509796,1.2054621946811677,5.790123462677002,0,,0
alpha360_LOW9,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581304,2587671,0.9975394862793608,1.0,1819092,0.0,0.9859963440338807,0.09046393861935653,0.21234019100666046,0.7313332104682922,0.9884564578533173,1.2177452909946451,6.043500900268555,0,,0
alpha360_OPEN0,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,707226,0.0,0.9996988929325978,0.027960864368015054,0.66379314661026,0.915032684803009,1.0,1.0743482589721687,2.569230794906616,0,,0
alpha360_OPEN1,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583432,2587671,0.998361847390955,1.0,1288240,0.0,1.000269284330906,0.0414856340013719,0.5168026089668274,0.8800935822725297,1.001364827156067,1.1125578188896177,2.6566195487976074,0,,0
alpha360_OPEN10,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581149,2587671,0.9974795868562889,1.0,1830531,0.0,1.0051449263411767,0.09936821721666533,0.1847430169582367,0.7385951232910156,1.0043951272964478,1.2713671445846557,6.556643009185791,0,,0
alpha360_OPEN11,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581127,2587671,0.9974710850026917,1.0,1854284,0.0,1.0056225049603837,0.10394063932426782,0.1843225508928299,0.7288467037677765,1.0047341585159302,1.283787217140197,8.01367473602295,0,,0
alpha360_OPEN12,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581102,2587671,0.9974614238054219,1.0,1875101,0.0,1.0060961738961958,0.10834105019566637,0.1832674890756607,0.7197130942344665,1.005050539970398,1.29717335820198,8.90223503112793,0,,0
alpha360_OPEN13,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581079,2587671,0.9974525355039339,1.0,1893782,0.0,1.006574948773665,0.11245458614359657,0.18347421288490295,0.7108881735801696,1.005391001701355,1.3091315007209792,9.12360954284668,0,,0
alpha360_OPEN14,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581056,2587671,0.9974436472024457,1.0,1912645,0.0,1.0070123178679031,0.11633786135082841,0.18178017437458038,0.7030830413103104,1.0057640671730042,1.3203097164630906,9.568346977233887,0,,0
alpha360_OPEN15,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581032,2587671,0.9974343724530669,1.0,1928319,0.0,1.007458816971132,0.1200450463368205,0.17732758820056915,0.6955613058805465,1.0062540173530579,1.330598278045654,9.56775951385498,0,,0
alpha360_OPEN16,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581015,2587671,0.9974278028389235,1.0,1942433,0.0,1.007910481954565,0.12369924345498925,0.19067667424678802,0.6875151717662811,1.0067392587661743,1.3388865447044367,9.901664733886719,0,,0
alpha360_OPEN17,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580995,2587671,0.9974200738811078,1.0,1958691,0.0,1.0083804750806102,0.12727482793488265,0.1792372167110443,0.6798988366127015,1.007143259048462,1.3491894125938417,8.799213409423828,0,,0
alpha360_OPEN18,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580976,2587671,0.9974127313711828,1.0,1972008,0.0,1.0088470232300895,0.13082101579805386,0.17817121744155884,0.6724860519170761,1.0075274109840393,1.3587330877780914,10.236419677734375,0,,0
alpha360_OPEN19,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580959,2587671,0.9974061617570394,1.0,1983788,0.0,1.0092639075824388,0.13414231879252572,0.1747838407754898,0.6658167111873626,1.007973313331604,1.3675189685821532,11.805621147155762,0,,0
alpha360_OPEN2,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583053,2587671,0.9982153836403469,1.0,1424069,0.0,1.0008591735160262,0.051698703430644595,0.5095006227493286,0.8513641595840454,1.0017762184143066,1.1426976203918457,2.4256091117858887,0,,0
alpha360_OPEN20,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580943,2587671,0.9973999785907869,1.0,1993566,0.0,1.0096937213197406,0.1374720951661109,0.1783984750509262,0.6590449249744416,1.0083467960357666,1.3762418031692505,12.247605323791504,0,,0
alpha360_OPEN21,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580925,2587671,0.9973930225287527,1.0,2004662,0.0,1.0100831939116626,0.14063739438934508,0.17478469014167786,0.6530653810501099,1.0087181329727173,1.3842602396011352,12.58069133758545,0,,0
alpha360_OPEN22,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580901,2587671,0.9973837477793738,1.0,2015416,0.0,1.0104747474989155,0.1438216179349434,0.16780202090740204,0.6467453241348267,1.0089443922042847,1.391642451286316,13.13666820526123,0,,0
alpha360_OPEN23,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580883,2587671,0.9973767917173396,1.0,2024341,0.0,1.0108613493225473,0.14680203678786713,0.1634136289358139,0.6408973371982575,1.0092447996139526,1.3983741283416755,12.801840782165527,0,,0
alpha360_OPEN24,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580866,2587671,0.9973702221031963,1.0,2033403,0.0,1.011241614156987,0.1496411815209891,0.14856915175914764,0.6351518869400025,1.009566068649292,1.4050916075706485,13.470199584960938,0,,0
alpha360_OPEN25,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580850,2587671,0.9973640389369437,1.0,2042361,0.0,1.0116259759106099,0.15247989314621574,0.1350824236869812,0.6296309489011764,1.0099130272865295,1.4117162060737587,13.803080558776855,0,,0
alpha360_OPEN26,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580844,2587671,0.997361720249599,1.0,2049309,0.0,1.0120314591057333,0.15525954600323266,0.12874853610992432,0.6241453212499618,1.0102491974830627,1.4188420081138609,13.691158294677734,0,,0
alpha360_OPEN27,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580842,2587671,0.9973609473538174,1.0,2057453,0.0,1.0124291652733308,0.15791820257533037,0.13047072291374207,0.6188662934303284,1.0105597972869873,1.4267141759395598,13.579848289489746,0,,0
